"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,          57,      -4.886638708,      -4.627724422,      -5.156709142,      -5.358907609
          0,           0,          58,      -4.925831091,      -4.665108898,      -5.172877806,      -5.393993794
          0,           0,          59,       -4.96475931,      -4.712680636,      -5.183623541,      -5.435550813
          0,           0,          60,       -4.99716654,      -4.761684454,      -5.202911541,      -5.481991445
          0,           0,          61,      -5.021417245,      -4.803165118,      -5.235955129,      -5.524089234
          0,           0,          62,      -5.038984156,      -4.831432757,      -5.277807334,      -5.559279338
          0,           0,          63,      -5.054920168,      -4.846210846,      -5.325223931,      -5.585029698
          0,           0,          64,      -5.075005762,      -4.854197821,      -5.373416174,       -5.60435076
          0,           0,          65,      -5.102271519,      -4.862991251,      -5.417509389,       -5.62326508
          0,           0,          66,      -5.137913233,        -4.8776143,      -5.456884756,      -5.648570646
          0,           0,          67,      -5.171542478,      -4.893228177,      -5.456594253,      -5.647372492
          0,           0,          68,      -5.211621385,      -4.920837832,       -5.46595826,      -5.676261901
          0,           0,          69,      -5.253779045,        -4.9570921,      -5.480929277,      -5.708537866
          0,           0,          70,      -5.298634182,      -5.004717489,      -5.489841055,      -5.748874518
          0,           0,          71,      -5.336736986,      -5.055774647,      -5.506930603,      -5.794642605
          0,           0,          72,      -5.364109972,      -5.101771961,      -5.535501072,      -5.838402697
          0,           0,          73,      -5.379918791,       -5.13473092,      -5.570912464,      -5.874822697
          0,           0,          74,      -5.388336488,      -5.150654445,       -5.61153529,      -5.899085037
          0,           0,          75,      -5.396128054,      -5.154223766,      -5.654428983,      -5.913500285
          0,           0,          76,      -5.407939238,      -5.153418614,      -5.696243238,      -5.923076798
          0,           0,          77,      -5.426591582,      -5.154920813,      -5.734232715,      -5.932399881
          0,           0,          78,      -5.453636316,       -5.16301978,      -5.765519509,      -5.947143722
          0,           0,          79,       -5.47995591,      -5.173077314,      -5.766782258,      -5.950761484
          0,           0,          80,       -5.51178882,      -5.193944029,      -5.762451896,      -5.959861648
          0,           0,          81,      -5.549726514,      -5.224760342,      -5.775250952,      -5.985760876
          0,           0,          82,       -5.59913469,      -5.269840471,      -5.789857095,      -6.022909123
          0,           0,          83,      -5.652474507,      -5.325546022,       -5.81060034,      -6.072389284
          0,           0,          84,      -5.701350285,      -5.384538573,      -5.845568341,      -6.123630305
          0,           0,          85,      -5.743527998,      -5.442754481,      -5.890406483,      -6.176252878
          0,           0,          86,      -5.776200658,      -5.494455224,      -5.942029595,      -6.227640502
          0,           0,          87,      -5.800831412,      -5.534497365,      -6.001178831,      -6.272722425
          0,           0,          88,      -5.822706027,      -5.563541921,      -6.064274961,      -6.310520613
          0,           0,          89,      -5.846065559,      -5.586189677,      -6.124710478,      -6.342225335
          0,           0,          90,       -5.87347294,      -5.607964595,      -6.175712306,       -6.36995736
          0,           0,          91,      -5.906214429,       -5.63369527,      -6.212415049,      -6.397598186
          0,           0,          92,       -5.94397131,      -5.666163401,      -6.235769073,      -6.429730841
          0,           0,          93,       -5.97586562,      -5.699790728,       -6.22829526,       -6.44690056
          0,           0,          94,      -6.005678987,       -5.73864037,      -6.234637371,      -6.481678546
          0,           0,          95,      -6.033908453,      -5.781153322,      -6.254906506,      -6.519529792
          0,           0,          96,      -6.058814067,      -5.824451369,      -6.276330674,      -6.561787995
          0,           0,          97,      -6.078514817,      -5.859882194,      -6.307785286,      -6.601760053
          0,           0,          98,      -6.096689196,      -5.885130209,      -6.349943853,       -6.63465618
          0,           0,          99,      -6.115303048,      -5.901785665,      -6.397143797,      -6.661463124
          0,           0,         100,      -6.137468223,      -5.914644491,      -6.447401369,      -6.684685594
          0,           0,         101,      -6.165303365,      -5.928952061,      -6.493666726,      -6.708918638
          0,           0,         102,      -6.187513979,       -5.93967598,      -6.497395814,      -6.705996912
          0,           0,         103,      -6.211757579,      -5.957726002,      -6.501845269,      -6.724618665
          0,           0,         104,       -6.23671696,      -5.982260389,      -6.508848095,      -6.746594376
          0,           0,         105,      -6.265496082,      -6.016800427,      -6.508940616,      -6.775633366
          0,           0,         106,      -6.290434667,      -6.053541572,      -6.514151453,      -6.809403982
          0,           0,         107,      -6.308308874,      -6.084403721,      -6.529250791,      -6.840385703
          0,           0,         108,      -6.318532884,      -6.103286112,      -6.551250852,      -6.863658218
          0,           0,         109,      -6.322942892,      -6.107509467,      -6.579160624,      -6.875173678
          0,           0,         110,      -6.326365313,      -6.101555832,      -6.611246218,       -6.87774238
          0,           0,         111,      -6.333043924,      -6.092632907,      -6.644703634,      -6.876660974
          0,           0,         112,      -6.345685471,      -6.086487127,      -6.676878091,      -6.876210298
          0,           0,         113,      -6.366392763,      -6.087164272,       -6.70554645,      -6.881347757
          0,           0,         114,      -6.396932465,      -6.097230644,      -6.736414468,      -6.904883252
          0,           0,         115,      -6.425660992,      -6.109318705,       -6.72573628,      -6.887803131
          0,           0,         116,      -6.463653449,       -6.13425319,      -6.730964955,      -6.911611416
          0,           0,         117,       -6.50682403,      -6.167360826,      -6.744989094,      -6.939856651
          0,           0,         118,      -6.557166373,      -6.211446942,      -6.758886938,      -6.976776004
          0,           0,         119,      -6.609341852,      -6.263063161,      -6.782784434,       -7.02252411
          0,           0,         120,      -6.659419997,      -6.318790991,      -6.817906202,      -7.073661205
          0,           0,         121,      -6.703018096,      -6.374655648,      -6.862254639,      -7.126970208
          0,           0,         122,      -6.738239681,        -6.4259448,      -6.915619187,      -7.177954506
          0,           0,         123,      -6.767620099,      -6.470143305,      -6.974736942,      -7.225041404
          0,           0,         124,       -6.79463534,      -6.507279573,      -7.036020652,       -7.26781578
          0,           0,         125,      -6.822439561,      -6.539640654,      -7.096060242,       -7.30569167
          0,           0,         126,      -6.853588883,      -6.571233578,      -7.149074471,      -7.340266529
          0,           0,         127,      -6.889328564,      -6.606082709,      -7.189061323,      -7.375320784
          0,           0,         128,      -6.926143134,      -6.644353761,      -7.206677925,      -7.409494674
          0,           0,         129,      -6.954512967,      -6.681561021,        -7.2027778,      -7.429588697
          0,           0,         130,      -6.980854604,       -6.72284552,      -7.214331629,      -7.468009448
          0,           0,         131,      -7.004172009,      -6.765563298,      -7.232601684,      -7.508008464
          0,           0,         132,      -7.021670209,      -6.802877892,      -7.251901797,      -7.547874441
          0,           0,         133,      -7.034119493,      -6.827222852,      -7.280355843,      -7.579831186
          0,           0,         134,      -7.045054107,      -6.838624226,      -7.314854265,      -7.601623412
          0,           0,         135,      -7.056070123,      -6.840440475,      -7.351354465,       -7.61398855
          0,           0,         136,      -7.070796972,      -6.839550211,      -7.389381118,      -7.621333695
          0,           0,         137,      -7.092293134,      -6.842644291,      -7.424865096,      -7.630796237
          0,           0,         138,      -7.121099844,      -6.852891075,      -7.455148626,      -7.647532075
          0,           0,         139,      -7.145996581,      -6.864071969,      -7.446726882,      -7.645805742
          0,           0,         140,      -7.173143256,       -6.88341916,      -7.444676026,      -7.659180425
          0,           0,         141,      -7.201544987,      -6.909458841,      -7.455414398,      -7.679733874
          0,           0,         142,      -7.237493104,      -6.947340442,      -7.464711739,      -7.712475866
          0,           0,         143,      -7.274922936,      -6.992160523,      -7.480076287,      -7.754873758
          0,           0,         144,      -7.308801091,      -7.036837734,      -7.507610036,       -7.79785691
          0,           0,         145,      -7.337830793,       -7.07659041,      -7.545074658,       -7.83868926
          0,           0,         146,      -7.361816968,      -7.107346528,      -7.589366762,      -7.873869972
          0,           0,         147,      -7.383047158,      -7.128163388,      -7.638861345,      -7.901914773
          0,           0,         148,      -7.404860337,      -7.142104754,      -7.691383538,       -7.92523674
          0,           0,         149,      -7.429177153,      -7.153022141,      -7.743615001,      -7.947241695
          0,           0,         150,      -7.448416421,      -7.157674811,      -7.769308932,      -7.948317344
          0,           0,         151,      -7.470345794,      -7.167315562,       -7.78055302,       -7.94984664
          0,           0,         152,      -7.498165454,      -7.184694281,       -7.79119995,      -7.964451398
          0,           0,         153,      -7.537635694,      -7.214481053,      -7.801672651,      -7.987722185
          0,           0,         154,      -7.587356492,       -7.25645788,      -7.814013613,      -8.022311056
          0,           0,         155,      -7.641713367,      -7.306537064,      -7.837683155,      -8.063106419
          0,           0,         156,      -7.698335965,      -7.363377392,      -7.872001729,      -8.110903239
          0,           0,         157,      -7.754562426,      -7.425645838,       -7.91451354,      -8.164981519
          0,           0,         158,      -7.807692191,      -7.490282888,      -7.966341692,      -8.221733876
          0,           0,         159,      -7.857728048,      -7.554599231,      -8.026880797,      -8.279805526
          0,           0,         160,      -7.905685225,      -7.616559411,       -8.09404926,      -8.338430603
          0,           0,         161,      -7.952531162,       -7.67482865,      -8.164913074,      -8.395164792
          0,           0,         162,      -7.999155619,      -7.729901118,      -8.233449704,      -8.448028588
          0,           0,         163,      -8.045488861,      -7.783940311,      -8.290985167,      -8.497133615
          0,           0,         164,      -8.089427552,      -7.838795251,      -8.332621724,        -8.5438818
          0,           0,         165,      -8.126916126,      -7.894466475,      -8.359472432,      -8.590650276
          0,           0,         166,      -8.155288426,         -7.947448,      -8.380969301,      -8.632076696
          0,           0,         167,      -8.170979285,      -7.988965122,      -8.397793753,      -8.672893708
          0,           0,         168,      -8.177812856,      -8.011091053,      -8.422387954,      -8.702217022
          0,           0,         169,      -8.180608721,      -8.015135655,      -8.449535345,      -8.722915872
          0,           0,         170,      -8.183785533,      -8.007282665,      -8.479795997,      -8.737325949
          0,           0,         171,      -8.191144594,      -7.996429475,      -8.510680908,      -8.747192368
          0,           0,         172,      -8.198932315,      -7.985009304,      -8.522258457,      -8.748603238
          0,           0,         173,      -8.203866668,      -7.975575062,      -8.516191658,      -8.734532224
          0,           0,         174,      -8.216481035,      -7.979052217,      -8.516113844,      -8.739970994
          0,           0,         175,       -8.23817515,       -7.99611801,      -8.522103702,      -8.756750201
          0,           0,         176,       -8.26979621,      -8.027827542,      -8.526618605,      -8.785139571
          0,           0,         177,      -8.302658698,      -8.066414279,      -8.536143348,      -8.820701895
          0,           0,         178,      -8.330362327,       -8.10353321,      -8.553239938,      -8.856750734
          0,           0,         179,      -8.349363554,      -8.131516864,      -8.574252137,      -8.887017097
          0,           0,         180,       -8.35819711,      -8.143133584,      -8.598288902,      -8.904157034
          0,           0,         181,      -8.359822452,      -8.138185276,      -8.624866281,      -8.907370132
          0,           0,         182,      -8.359066508,      -8.123215237,      -8.651821509,      -8.900989482
          0,           0,         183,      -8.360050452,       -8.10584603,      -8.676415096,      -8.890056675
          0,           0,         184,      -8.365758454,      -8.091827943,      -8.696164736,      -8.879503064
          0,           0,         185,      -8.378173961,       -8.08469645,      -8.710120796,      -8.873807287
          0,           0,         186,      -8.398709055,      -8.086431106,      -8.720650896,      -8.877699331
          0,           0,         187,      -8.426898115,       -8.09690345,      -8.736299488,      -8.901683269
          0,           0,         188,      -8.452889328,      -8.110073434,       -8.71934048,      -8.883962156
          0,           0,         189,      -8.486668206,      -8.133735997,      -8.728249547,      -8.906045582
          0,           0,         190,      -8.524875398,      -8.163581011,      -8.743985251,      -8.930843191
          0,           0,         191,      -8.569089398,      -8.201774267,      -8.762757192,      -8.963751608
          0,           0,         192,      -8.616777836,      -8.245981195,      -8.791231369,      -9.004813288
          0,           0,         193,      -8.663991401,      -8.293223261,      -8.829913528,      -9.050082989
          0,           0,         194,      -8.707118388,      -8.340871311,      -8.877089911,      -9.097308786
          0,           0,         195,      -8.744136951,      -8.386697015,      -8.929730676,      -9.144872899
          0,           0,         196,      -8.774215952,      -8.428876678,       -8.98500017,      -9.191797075
          0,           0,         197,      -8.797349588,      -8.466054102,      -9.040884796,      -9.236671025
          0,           0,         198,      -8.814636693,      -8.497808393,      -9.094273812,      -9.277910934
          0,           0,         199,      -8.827713512,       -8.52467826,      -9.139931703,      -9.314773643
          0,           0,         200,      -8.837564397,      -8.547279775,      -9.172189229,      -9.346626903
          0,           0,         201,      -8.843753668,      -8.565280595,      -9.191114207,      -9.371529785
          0,           0,         202,      -8.846282522,      -8.578430755,      -9.204394681,      -9.389400108
          0,           0,         203,      -8.847432988,      -8.588126315,       -9.21707046,      -9.403944097
          0,           0,         204,       -8.84986839,      -8.596254769,       -9.22993814,      -9.417968368
          0,           0,         205,        -8.8557243,      -8.604542804,      -9.243019437,      -9.432558838
          0,           0,         206,      -8.866551046,      -8.614594411,      -9.256585021,       -9.44831725
          0,           0,         207,      -8.883040625,       -8.62762469,      -9.270886775,       -9.46547928
          0,           0,         208,      -8.905124323,      -8.644338025,      -9.286105294,      -9.483929616
          0,           0,         209,      -8.932046714,      -8.664941233,      -9.301597766,      -9.503130912
          0,           0,         210,      -8.962722561,      -8.689475265,      -9.316073318,      -9.523246777
          0,           0,         211,      -8.996626825,      -8.718246914,      -9.330894578,      -9.546551997
          0,           0,         212,      -9.033942214,      -8.751712188,       -9.34772833,       -9.57400349
          0,           0,         213,      -9.075282264,      -8.790598341,      -9.366512868,       -9.60627673
          0,           0,         214,      -9.120593544,      -8.835141272,      -9.387985698,      -9.644089452
          0,           0,         215,      -9.168561349,      -8.884405521,      -9.413563598,      -9.686237257
          0,           0,         216,      -9.217099091,      -8.936426716,       -9.44421671,       -9.73022535
          0,           0,         217,      -9.264015152,      -8.988556549,      -9.479749662,      -9.773551111
          0,           0,         218,       -9.30723715,       -9.03755458,       -9.51859993,      -9.813866946
          0,           0,         219,      -9.344424487,       -9.07948586,      -9.557554047,      -9.847311754
          0,           0,         220,      -9.374481233,       -9.11191408,      -9.592586194,      -9.869360903
          0,           0,         221,      -9.402274179,      -9.138636348,       -9.62550752,      -9.888014537
          0,           0,         222,      -9.429474478,      -9.161431811,       -9.66056709,      -9.905809906
          0,           0,         223,      -9.457248092,      -9.182609902,      -9.696265886,      -9.922066102
          0,           0,         224,       -9.48528339,      -9.203695502,      -9.729347323,      -9.939510328
          0,           0,         225,      -9.511853249,      -9.224601383,      -9.760283015,      -9.957632652
          0,           0,         226,      -9.536611343,      -9.245953531,      -9.789052792,      -9.976905721
          0,           0,         227,      -9.559864118,      -9.268567901,      -9.816086382,      -9.998559251
          0,           0,         228,      -9.582110429,      -9.292846634,      -9.842966872,      -10.02283931
          0,           0,         229,      -9.604129127,       -9.31896069,      -9.871048635,      -10.04945223
          0,           0,         230,      -9.626673911,      -9.347003121,      -9.900783807,      -10.07808922
          0,           0,         231,      -9.650269643,      -9.377032828,      -9.931954377,      -10.10847667
          0,           0,         232,      -9.675233496,      -9.409117459,      -9.963915124,      -10.14034886
          0,           0,         233,      -9.701684847,      -9.443323045,      -9.995763881,      -10.17347464
          0,           0,         234,      -9.729490127,      -9.479602711,      -10.02662245,      -10.20763562
          0,           0,         235,      -9.758206369,      -9.517604233,      -10.05594651,      -10.24251065
          0,           0,         236,      -9.787068465,      -9.556448721,      -10.08361675,      -10.27750957
          0,           0,         237,       -9.81503432,       -9.59455164,      -10.10976174,      -10.31163346
          0,           0,         238,      -9.840899631,      -9.629615792,      -10.13446677,      -10.34344596
          0,           0,         239,      -9.863501391,      -9.658999791,      -10.15751121,      -10.37126778
          0,           0,         240,      -9.882018749,      -9.680569587,      -10.17831866,      -10.39366471
          0,           0,         241,      -9.896312189,      -9.693710835,      -10.19627712,      -10.41009077
          0,           0,         242,      -9.907108425,      -9.699754051,      -10.21120763,      -10.42126889
          0,           0,         243,      -9.915822622,      -9.701395427,      -10.22350732,      -10.42895936
          0,           0,         244,      -9.924065296,        -9.7015863,      -10.23390217,      -10.43530465
          0,           0,         245,      -9.933117689,      -9.702644201,       -10.2432102,        -10.442205
          0,           0,         246,      -9.943614339,      -9.705880251,      -10.25229699,      -10.45093851
          0,           0,         247,      -9.955500493,      -9.711625689,      -10.26202702,      -10.46202445
          0,           0,         248,      -9.968210329,      -9.719456033,       -10.2731055,      -10.47527849
          0,           0,         249,      -9.980956782,      -9.728478901,      -10.28595609,      -10.48999719
          0,           0,         250,      -9.993012921,      -9.737619321,       -10.3007326,      -10.50519438
          0,           0,         251,       -10.0039124,      -9.745881687,      -10.31738373,      -10.51983136
          0,           0,         252,      -10.01355449,      -9.752581611,      -10.33566378,      -10.53302738
          0,           0,         253,      -10.02221268,      -9.757509419,       -10.3550914,       -10.5442482
          0,           0,         254,      -10.03045234,      -9.760965136,      -10.37495111,      -10.55343537
          0,           0,         255,      -10.03899471,      -9.763650599,      -10.39441282,      -10.56102557
          0,           0,         256,      -10.04858161,      -9.766476638,      -10.41276051,      -10.56785422
          0,           0,         257,      -10.05987055,      -9.770363277,      -10.42965042,       -10.5749739
          0,           0,         258,      -10.07333527,      -9.776067609,      -10.44527064,      -10.58337836
          0,           0,         259,      -10.08910645,      -9.784030906,      -10.46018717,      -10.59355934
          0,           0,         260,       -10.1067938,      -9.794300466,      -10.47468091,      -10.60513711
          0,           0,         261,      -10.12561715,      -9.806681332,      -10.48830014,      -10.61750601
          0,           0,         262,      -10.14488149,       -9.82097234,      -10.50085017,      -10.63093465
          0,           0,         263,      -10.16426441,       -9.83703557,      -10.51294632,      -10.64603016
          0,           0,         264,       -10.1838848,      -9.854882873,       -10.5251736,      -10.66311378
          0,           0,         265,      -10.20414021,       -9.87464086,      -10.53794563,      -10.68240463
          0,           0,         266,      -10.22535417,      -9.896337534,      -10.55178445,      -10.70389275
          0,           0,         267,      -10.24758415,      -9.919800284,      -10.56724098,      -10.72722952
          0,           0,         268,      -10.27067459,      -9.944718568,      -10.58458263,      -10.75191178
          0,           0,         269,      -10.29437879,      -9.970733039,      -10.60365128,       -10.7774877
          0,           0,         270,      -10.31842891,       -9.99747919,      -10.62401739,      -10.80362288
          0,           0,         271,      -10.34257314,      -10.02461063,      -10.64519401,      -10.83005484
          0,           0,         272,      -10.36662289,      -10.05183841,      -10.66675715,      -10.85655617
          0,           0,         273,      -10.39050003,       -10.0789781,      -10.68840168,      -10.88295446
          0,           0,         274,       -10.4142541,        -10.105976,      -10.70996773,      -10.90917027
          0,           0,         275,      -10.43804121,      -10.13290349,      -10.73144198,      -10.93523884
          0,           0,         276,      -10.46208295,      -10.15993075,        -10.752934,      -10.96130996
          0,           0,         277,      -10.48663095,      -10.18729756,      -10.77462569,      -10.98762778
          0,           0,         278,      -10.51194635,      -10.21529004,      -10.79670691,      -11.01449069
          0,           0,         279,      -10.53828579,      -10.24422066,      -10.81933212,      -11.04220279
          0,           0,         280,       -10.5658828,      -10.27440685,      -10.84261906,      -11.07103497
          0,           0,         281,      -10.59492256,      -10.30614569,       -10.8666746,      -11.10120229
          0,           0,         282,      -10.62551527,      -10.33968653,      -10.89161468,      -11.13285115
          0,           0,         283,       -10.6576732,      -10.37520288,      -10.91756142,      -11.16604712
          0,           0,         284,      -10.69129118,      -10.41276302,      -10.94462036,      -11.20075457
          0,           0,         285,       -10.7261294,      -10.45229715,      -10.97284899,      -11.23680435
          0,           0,         286,      -10.76180228,      -10.49356218,      -11.00222925,       -11.2738578
          0,           0,         287,      -10.79778837,      -10.53611441,      -11.03265386,      -11.31138963
          0,           0,         288,      -10.83348332,      -10.57931091,       -11.0639325,      -11.34872054
          0,           0,         289,      -10.86831284,      -10.62236833,      -11.09581907,      -11.38512511
          0,           0,         290,      -10.90189077,      -10.66449484,      -11.12804958,      -11.42000151
          0,           0,         291,      -10.93415182,      -10.70506287,      -11.16036771,      -11.45301295
          0,           0,         292,      -10.96536156,      -10.74373262,      -11.19252341,      -11.48409513
          0,           0,         293,      -10.99598016,      -10.78045449,      -11.22426303,      -11.51335642
          0,           0,         294,      -11.02646843,      -10.81537191,      -11.25534703,       -11.5409912
          0,           0,         295,        -11.057143,       -10.8487071,      -11.28560136,      -11.56724433
          0,           0,         296,      -11.08812487,      -10.88069132,      -11.31496469,      -11.59240519
          0,           0,         297,      -11.11936274,       -10.9115445,      -11.34349487,      -11.61680552
          0,           0,         298,      -11.15069241,      -10.94147589,      -11.37133517,      -11.64079203
          0,           0,         299,      -11.18190026,       -10.9706828,      -11.39866938,       -11.6646787
          0,           0,         300,      -11.21277229,      -10.99934258,      -11.42568937,      -11.68870984
          0,           0,         301,      -11.24312481,      -11.02760351,      -11.45257244,      -11.71304743
          0,           0,         302,      -11.27282154,       -11.0555814,      -11.47945995,      -11.73777664
          0,           0,         303,      -11.30178128,      -11.08336352,      -11.50643935,      -11.76292121
          0,           0,         304,      -11.32997631,      -11.11101683,      -11.53353747,      -11.78846251
          0,           0,         305,      -11.35742356,      -11.13859636,       -11.5607264,      -11.81435711
          0,           0,         306,      -11.38417175,      -11.16615077,       -11.5879371,      -11.84054986
          0,           0,         307,       -11.4102873,      -11.19372333,      -11.61507518,      -11.86698168
          0,           0,         308,      -11.43584039,      -11.22134762,      -11.64203512,      -11.89359248
          0,           0,         309,      -11.46089147,      -11.24903758,      -11.66871036,      -11.92031911
          0,           0,         310,      -11.48547733,      -11.27677165,      -11.69499821,      -11.94708863
          0,           0,         311,      -11.50959698,      -11.30447136,      -11.72080003,      -11.97380733
          0,           0,         312,      -11.53319757,      -11.33197503,      -11.74601782,      -12.00034674
          0,           0,         313,      -11.55616193,      -11.35900878,      -11.77054881,      -12.02652873
          0,           0,         314,       -11.5783004,      -11.38515967,      -11.79428017,      -12.05211202
          0,           0,         315,      -11.59935099,      -11.40986017,      -11.81708611,      -12.07678372
          0,           0,         316,      -11.61899141,      -11.43239825,      -11.83882911,      -12.10016025
          0,           0,         317,      -11.63686683,      -11.45196996,       -11.8593674,      -12.12180298
          0,           0,         318,      -11.65263294,       -11.4677856,      -11.87856714,      -12.14125269
          0,           0,         319,      -11.66601056,      -11.47922018,      -11.89631785,      -12.15808422
          0,           0,         320,      -11.67684054,      -11.48596833,      -11.91254772,      -12.17197483
          0,           0,         321,      -11.68512489,      -11.48814355,      -11.92723577,      -12.18277066
          0,           0,         322,      -11.69103994,      -11.48627511,      -11.94041779,      -12.19053132
          0,           0,         323,      -11.69491769,      -11.48120354,       -11.9521851,      -12.19553573
          0,           0,         324,      -11.69720082,      -11.47392221,      -11.96267714,      -12.19824683
          0,           0,         325,      -11.69838675,      -11.46542558,      -11.97207116,      -12.19924857
          0,           0,         326,       -11.6989759,      -11.45660349,      -11.98057244,      -12.19917586
          0,           0,         327,       -11.6994336,      -11.44818966,      -11.98840775,      -12.19865576
          0,           0,         328,      -11.70016906,      -11.44075227,      -11.99582341,      -12.19826836
          0,           0,         329,      -11.70152746,      -11.43470843,      -12.00308821,      -12.19852606
          0,           0,         330,      -11.70378957,      -11.43034678,      -12.01049847,      -12.19986245
          0,           0,         331,      -11.70716963,      -11.42784767,      -12.01837716,      -12.20261876
          0,           0,         332,       -11.7118075,      -11.42729732,      -12.02705195,      -12.20702124
          0,           0,         333,      -11.71775353,      -11.42869665,      -12.03679777,      -12.21315288
          0,           0,         334,      -11.72496082,       -11.4319737,      -12.04775455,      -12.22095093
          0,           0,         335,      -11.73329701,      -11.43700324,      -12.05987051,      -12.23024641
          0,           0,         336,      -11.74258584,      -11.44363664,      -12.07292438,      -12.24084341
