"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,         327,      -10.19865665,      -10.02675363,      -10.59092294,      -10.80635253
          0,           0,         328,      -10.21190708,      -10.03115171,      -10.59979018,       -10.8058312
          0,           0,         329,       -10.2286936,      -10.03617087,      -10.60838217,      -10.80514056
          0,           0,         330,      -10.24904798,      -10.04299978,      -10.61793596,      -10.80613099
          0,           0,         331,      -10.27283731,      -10.05252215,      -10.62927785,      -10.81017484
          0,           0,         332,      -10.29972629,      -10.06533454,      -10.64289327,      -10.81823498
          0,           0,         333,       -10.3291225,      -10.08176469,      -10.65918105,      -10.83092322
          0,           0,         334,      -10.36015665,      -10.10192069,      -10.67855163,      -10.84865509
          0,           0,         335,       -10.3917281,       -10.1257553,      -10.70156339,      -10.87207208
          0,           0,         336,      -10.42239745,      -10.15293711,      -10.73050946,      -10.90481614
          0,           0,         337,      -10.44426286,      -10.17794109,      -10.74646881,       -10.9269984
          0,           0,         338,      -10.46731019,      -10.20877764,      -10.77096894,      -10.95894741
          0,           0,         339,      -10.48492488,      -10.23828432,      -10.80152054,      -10.99207389
          0,           0,         340,      -10.49882081,      -10.26857316,      -10.82854197,      -11.02907152
          0,           0,         341,      -10.50906563,      -10.29731403,      -10.85412998,      -11.06748221
          0,           0,         342,      -10.51624512,      -10.32187949,      -10.87859019,       -11.0995718
          0,           0,         343,      -10.52195281,      -10.34154021,      -10.90004594,      -11.12474603
          0,           0,         344,      -10.52783878,      -10.35635391,      -10.91737001,       -11.1430771
          0,           0,         345,      -10.53511844,      -10.36684347,      -10.93112535,      -11.15418971
          0,           0,         346,      -10.54481266,      -10.37423054,      -10.94253625,      -11.15908644
          0,           0,         347,       -10.5576357,      -10.38015228,       -10.9523477,      -11.16023429
          0,           0,         348,      -10.57393391,      -10.38615617,      -10.96143109,       -11.1602643
          0,           0,         349,      -10.59379734,      -10.39348771,       -10.9709854,      -11.16124792
          0,           0,         350,      -10.61714237,      -10.40309939,      -10.98201158,      -11.16471787
          0,           0,         351,      -10.64370284,      -10.41567559,      -10.99512439,        -11.171781
          0,           0,         352,      -10.67297601,      -10.43164319,      -11.01074112,      -11.18318517
          0,           0,         353,      -10.70418072,      -10.45120097,      -11.02925279,      -11.19943922
          0,           0,         354,      -10.73626277,       -10.4743666,      -11.05115259,      -11.22112345
          0,           0,         355,      -10.76785409,      -10.50093496,         -11.07791,      -11.25049321
          0,           0,         356,      -10.79069589,      -10.52526017,      -11.09796229,       -11.2803894
          0,           0,         357,       -10.8157257,      -10.55591472,      -11.11539635,      -11.30325377
          0,           0,         358,      -10.83462692,      -10.58537694,      -11.14671428,      -11.33623316
          0,           0,         359,      -10.85079092,      -10.61655135,      -11.17287034,      -11.37228437
          0,           0,         360,      -10.86202802,      -10.64651526,      -11.19813806,      -11.41160559
          0,           0,         361,      -10.86980079,      -10.67248976,      -11.22314944,      -11.44492975
          0,           0,         362,      -10.87532305,      -10.69346983,      -11.24490711,      -11.47153108
          0,           0,         363,      -10.88050482,      -10.70925105,      -11.26292485,      -11.49140501
          0,           0,         364,      -10.88666446,      -10.72015012,      -11.27703192,      -11.50391896
          0,           0,         365,      -10.89491909,      -10.72726246,      -11.28839675,      -11.50955321
          0,           0,         366,      -10.90611738,      -10.73227112,      -11.29799068,      -11.51056828
          0,           0,         367,      -10.92069119,      -10.73687748,      -11.30655685,      -11.50979066
          0,           0,         368,      -10.93878018,      -10.74247413,      -11.31529638,      -11.50949575
          0,           0,         369,      -10.96034722,      -10.75012674,      -11.32534436,      -11.51134679
          0,           0,         370,      -10.98519035,      -10.76061676,      -11.33738292,      -11.51656479
          0,           0,         371,      -11.01289152,       -10.7744534,      -11.35182181,      -11.52598828
          0,           0,         372,      -11.04276995,      -10.79189891,      -11.36903251,      -11.54015301
          0,           0,         373,      -11.07388274,      -10.81302165,      -11.38943114,      -11.55949396
          0,           0,         374,      -11.10510007,       -10.8377574,      -11.41381058,      -11.58507283
          0,           0,         375,      -11.13347701,      -10.86462966,      -11.44562693,      -11.62373449
          0,           0,         376,      -11.15611929,       -10.8916313,        -11.456369,      -11.63758962
          0,           0,         377,      -11.17633272,      -10.92161405,      -11.48516396,      -11.67286466
          0,           0,         378,      -11.19304559,      -10.95158663,      -11.51286835,      -11.70689362
          0,           0,         379,      -11.20472107,      -10.98106676,      -11.53987193,       -11.7449069
          0,           0,         380,      -11.21378714,      -11.00837933,       -11.5649606,      -11.78130876
          0,           0,         381,      -11.22026851,        -11.031347,      -11.58756486,      -11.81124447
          0,           0,         382,      -11.22592988,      -11.04932322,      -11.60776132,       -11.8341086
          0,           0,         383,      -11.23220997,      -11.06253541,      -11.62365801,      -11.84988275
          0,           0,         384,      -11.24023379,      -11.07173096,      -11.63626656,      -11.85853575
          0,           0,         385,      -11.25094033,      -11.07831089,      -11.64700467,      -11.86164279
          0,           0,         386,      -11.26490621,      -11.08394304,      -11.65644109,      -11.86195179
          0,           0,         387,      -11.28237663,      -11.09009462,      -11.66556016,      -11.86194545
          0,           0,         388,      -11.30338206,      -11.09791725,      -11.67556225,      -11.86347921
          0,           0,         389,       -11.3277914,      -11.10828977,      -11.68728051,      -11.86794018
          0,           0,         390,      -11.35527763,       -11.1218286,       -11.7012076,      -11.87632149
          0,           0,         391,      -11.38525845,      -11.13889397,      -11.71774266,      -11.88928065
          0,           0,         392,      -11.41686718,      -11.15962681,       -11.7373134,      -11.90730076
          0,           0,         393,      -11.44897789,      -11.18399798,      -11.76058026,       -11.9311982
          0,           0,         394,      -11.47964073,      -11.21136409,      -11.79015809,      -11.96551138
          0,           0,         395,      -11.50236464,       -11.2371522,      -11.80228844,      -11.98267937
          0,           0,         396,      -11.52530297,      -11.26811997,      -11.82877707,      -12.01686887
          0,           0,         397,      -11.54351607,      -11.29834602,      -11.85832986,      -12.05039928
          0,           0,         398,      -11.55724748,      -11.32900819,      -11.88515443,      -12.08798682
          0,           0,         399,      -11.56741492,      -11.35783955,      -11.91027836,      -12.12573459
          0,           0,         400,      -11.57422861,      -11.38218439,      -11.93390478,      -12.15707667
          0,           0,         401,        -11.579512,      -11.40129387,      -11.95465267,      -12.18145156
          0,           0,         402,      -11.58493175,      -11.41524933,      -11.97099484,      -12.19874284
          0,           0,         403,      -11.59174658,      -11.42465995,      -11.98385247,      -12.20860015
          0,           0,         404,      -11.60099887,      -11.43088806,      -11.99452817,      -12.21229802
          0,           0,         405,      -11.61337776,       -11.4356746,      -12.00367716,      -12.21248441
          0,           0,         406,      -11.62921287,      -11.44061669,      -12.01224655,      -12.21177471
          0,           0,         407,      -11.64859355,      -11.44698875,      -12.02144341,      -12.21220029
          0,           0,         408,      -11.67143851,      -11.45575954,      -12.03219815,      -12.21527551
          0,           0,         409,      -11.69747727,      -11.46760949,      -12.04508574,      -12.22207823
          0,           0,         410,      -11.72619928,      -11.48294722,      -12.06052824,      -12.23331348
          0,           0,         411,      -11.75682236,      -11.50195129,      -12.07892104,      -12.24944237
          0,           0,         412,      -11.78831251,      -11.52462817,      -12.10072419,      -12.27097741
          0,           0,         413,       -11.8194377,      -11.55083077,      -12.12729879,      -12.29996092
          0,           0,         414,      -11.84240662,      -11.57527576,      -12.15124395,      -12.33365922
          0,           0,         415,      -11.86688696,      -11.60549439,      -12.16674965,      -12.35429052
          0,           0,         416,      -11.88514961,      -11.63459253,      -12.19826357,      -12.38737426
          0,           0,         417,      -11.90090701,      -11.66524808,      -12.22441066,      -12.42300595
          0,           0,         418,      -11.91170594,      -11.69469675,      -12.25023996,      -12.46235609
          0,           0,         419,      -11.91952005,      -11.72049317,      -12.27564367,      -12.49616485
          0,           0,         420,      -11.92527981,      -11.74154714,      -12.29776062,      -12.52317323
          0,           0,         421,      -11.93084484,      -11.75764842,      -12.31655468,      -12.54343431
          0,           0,         422,      -11.93747731,       -11.7691367,      -12.33136124,      -12.55652793
          0,           0,         423,      -11.94624907,       -11.7770415,      -12.34329763,        -12.562844
          0,           0,         424,       -11.9580117,       -11.7829694,      -12.35346371,      -12.56451915
          0,           0,         425,      -11.97320429,      -11.78857245,      -12.36253473,      -12.56438347
          0,           0,         426,      -11.99196222,      -11.79520038,      -12.37169075,      -12.56472168
          0,           0,         427,      -12.01424026,      -11.80388131,      -12.38211809,      -12.56718041
          0,           0,         428,      -12.03983246,      -11.81537741,      -12.39452884,      -12.57297502
          0,           0,         429,      -12.06831804,      -11.83019457,      -12.40933011,      -12.58295703
          0,           0,         430,      -12.09900548,      -11.84859667,      -12.42689363,      -12.59768755
          0,           0,         431,      -12.13092271,       -11.8706494,      -12.44767034,      -12.61765481
          0,           0,         432,      -12.16285576,      -11.89625706,      -12.47261381,      -12.64415982
          0,           0,         433,      -12.19024079,      -11.92280138,      -12.50316326,      -12.68312315
          0,           0,         434,       -12.2143324,      -11.95115347,      -12.51294314,      -12.69603959
          0,           0,         435,      -12.23458068,      -11.98128354,      -12.54274933,      -12.73117131
          0,           0,         436,      -12.25176485,      -12.01203667,      -12.57006434,      -12.76577191
          0,           0,         437,      -12.26345761,      -12.04203155,      -12.59648745,      -12.80448581
          0,           0,         438,       -12.2721839,      -12.06922602,      -12.62150471,      -12.84009891
          0,           0,         439,      -12.27814401,      -12.09170288,      -12.64381114,      -12.86908671
          0,           0,         440,      -12.28330165,      -12.10893504,      -12.66339266,      -12.89104805
          0,           0,         441,      -12.28911683,      -12.12119032,      -12.67857879,      -12.90577023
          0,           0,         442,       -12.2967389,       -12.1293373,      -12.69052395,      -12.91330052
          0,           0,         443,      -12.30711054,      -12.13491417,      -12.70062444,      -12.91543563
          0,           0,         444,      -12.32077625,      -12.13965859,      -12.70946909,      -12.91502876
          0,           0,         445,      -12.33794939,      -12.14504939,      -12.71812136,      -12.91453123
          0,           0,         446,      -12.35864138,        -12.152228,      -12.72780168,      -12.91574221
          0,           0,         447,      -12.38270616,      -12.16205327,      -12.73930308,      -12.92000373
          0,           0,         448,      -12.40980118,      -12.17511518,      -12.75307951,      -12.92826836
          0,           0,         449,       -12.4393294,       -12.1917451,      -12.76951087,      -12.94114943
          0,           0,         450,      -12.47042229,        -12.212062,      -12.78900776,      -12.95908206
          0,           0,         451,      -12.50198502,      -12.23603236,        -12.812174,      -12.98279177
          0,           0,         452,      -12.53241909,      -12.26321849,      -12.84161957,      -13.01654946
          0,           0,         453,      -12.55444184,       -12.2885225,      -12.85567698,      -13.03596001
          0,           0,         454,      -12.57710388,      -12.31927166,      -12.88140322,        -13.069374
          0,           0,         455,      -12.59480385,      -12.34901052,      -12.91126115,      -13.10269972
          0,           0,         456,      -12.60844032,      -12.37931711,      -12.93825629,      -13.13998024
          0,           0,         457,      -12.61864851,      -12.40799701,      -12.96359367,      -13.17802002
          0,           0,         458,      -12.62574642,      -12.43241127,      -12.98755042,      -13.20972046
          0,           0,         459,      -12.63140247,      -12.45179835,      -13.00866572,      -13.23445642
          0,           0,         460,      -12.63723625,      -12.46621887,      -13.02554774,      -13.25220762
          0,           0,         461,      -12.64446965,      -12.47623189,      -13.03893925,      -13.26263152
          0,           0,         462,      -12.65412452,      -12.48312059,      -13.05009769,      -13.26688937
          0,           0,         463,      -12.66689769,      -12.48856828,      -13.05970039,      -13.26755288
          0,           0,         464,      -12.68312901,      -12.49414684,      -13.06865007,      -13.26724565
          0,           0,         465,      -12.70291233,      -12.50112072,      -13.07814074,      -13.26801886
          0,           0,         466,      -12.72617013,      -12.51045773,      -13.08913187,      -13.27139813
          0,           0,         467,      -12.75263912,       -12.5228479,      -13.10222064,      -13.27847754
          0,           0,         468,      -12.78181502,      -12.53871476,      -13.11783533,      -13.28998594
          0,           0,         469,      -12.81291664,      -12.55825192,      -13.13638421,      -13.30641848
          0,           0,         470,      -12.84489498,       -12.5814734,      -13.15838121,      -13.32836766
          0,           0,         471,      -12.87638917,      -12.60816801,      -13.18543963,      -13.35830465
          0,           0,         472,      -12.89897926,      -12.63254003,       -13.2043693,      -13.38662837
          0,           0,         473,      -12.92392085,      -12.66346412,       -13.2232889,        -13.411616
          0,           0,         474,      -12.94273737,      -12.69306811,      -13.25470518,      -13.44459804
          0,           0,         475,      -12.95869182,      -12.72434144,      -13.28103533,       -13.4810327
          0,           0,         476,      -12.96990227,      -12.75433933,      -13.30652835,      -13.52047046
          0,           0,         477,      -12.97762775,      -12.78023732,      -13.33174158,      -13.55373618
          0,           0,         478,      -12.98319756,      -12.80108681,      -13.35370094,      -13.58020158
          0,           0,         479,      -12.98848576,      -12.81672436,       -13.3717941,      -13.59986699
          0,           0,         480,      -12.99480525,      -12.82751058,      -13.38602101,      -13.61212176
          0,           0,         481,      -13.00327143,      -12.83459377,      -13.39752985,       -13.6175606
